customer_id,sales,quantity,discount,profit,shipping_cost,product_category_Electronic,product_category_Fashion,product_category_Home & Furniture
66614,224.0,1.0,0.1,141.8,14.2,False,True,False
41740,224.0,2.0,0.2,135.0,13.5,False,True,False
57633,159.0,2.0,0.4,66.3,6.6,False,True,False
87095,34.0,1.0,0.2,17.0,1.7,False,False,True
33354,211.0,1.0,0.3,99.4,9.9,False,False,False
18076,228.0,1.0,0.5,120.6,12.1,False,True,False
12999,109.0,2.0,0.5,26.8,2.7,False,True,False
52793,122.0,1.0,0.4,22.5,2.2,False,True,False
25054,248.0,1.0,0.5,158.1,15.8,False,True,False
35088,248.0,5.0,0.4,118.4,11.8,False,True,False
24277,213.0,5.0,0.4,111.7,11.2,False,True,False
33612,218.0,2.0,0.4,120.6,12.1,False,True,False
30874,117.0,1.0,0.3,33.5,3.3,False,False,False
98677,211.0,1.0,0.4,122.6,12.3,False,False,True
76777,248.0,3.0,0.3,145.7,14.6,False,True,False
76777,228.0,3.0,0.3,127.5,12.7,False,False,True
98224,70.0,5.0,0.3,14.0,1.4,False,False,True
76691,196.0,5.0,0.1,106.2,10.6,False,True,False
24079,248.0,2.0,0.3,153.1,15.3,False,True,False
87750,70.0,1.0,0.2,35.0,3.5,False,False,True
87750,62.0,1.0,0.1,20.7,2.1,False,True,False
11797,117.0,4.0,0.1,32.3,3.2,False,False,False
11797,196.0,5.0,0.5,67.0,6.7,False,True,False
45685,248.0,1.0,0.3,145.7,14.6,False,True,False
36223,218.0,1.0,0.4,129.3,12.9,False,True,False
54697,211.0,5.0,0.3,78.3,7.8,False,False,False
85249,70.0,2.0,0.5,35.0,3.5,False,False,True
85249,228.0,4.0,0.2,138.9,13.9,False,False,True
37497,114.0,1.0,0.1,16.9,1.7,False,False,False
37497,85.0,2.0,0.5,3.3,0.3,False,True,False
43369,104.0,3.0,0.1,20.9,2.1,True,False,False
19261,218.0,5.0,0.3,105.3,10.5,False,True,False
39788,130.0,2.0,0.2,39.6,4.0,True,False,False
87277,159.0,4.0,0.5,47.2,4.7,False,True,False
53829,250.0,1.0,0.1,162.5,16.3,True,False,False
43704,117.0,1.0,0.3,26.5,2.6,False,False,False
65865,224.0,3.0,0.3,123.8,12.4,False,True,False
63509,119.0,5.0,0.2,27.1,2.7,False,False,True
27611,85.0,2.0,0.4,42.5,4.3,False,True,False
16752,231.0,3.0,0.1,144.1,14.4,False,False,False
26777,159.0,5.0,0.4,63.1,6.3,False,True,False
15047,117.0,1.0,0.3,33.5,3.3,False,False,False
54455,62.0,2.0,0.3,31.0,3.1,False,True,False
54455,122.0,5.0,0.5,23.7,2.4,False,True,False
54762,114.0,1.0,0.3,22.6,2.3,False,False,False
47588,114.0,1.0,0.2,28.3,2.8,False,False,False
35787,231.0,2.0,0.2,132.5,13.3,False,False,False
37127,213.0,5.0,0.2,111.7,11.2,False,True,False
55689,211.0,1.0,0.3,105.7,10.6,False,False,False
55689,159.0,2.0,0.4,66.3,6.6,False,True,False
23202,140.0,1.0,0.3,43.2,4.3,False,False,False
37633,85.0,1.0,0.5,0.8,0.1,False,True,False
27288,220.0,1.0,0.2,129.0,12.9,True,False,False
60515,70.0,3.0,0.3,23.3,2.3,False,False,True
40602,62.0,1.0,0.4,62.0,6.2,False,True,False
84987,62.0,1.0,0.4,62.0,6.2,False,True,False
90489,211.0,3.0,0.3,112.0,11.2,False,False,True
68886,78.0,1.0,0.4,39.0,3.9,False,False,True
96257,213.0,4.0,0.5,90.4,9.0,False,True,False
21295,196.0,1.0,0.5,114.0,11.4,False,True,False
44093,109.0,2.0,0.5,22.5,2.2,False,True,False
78063,119.0,3.0,0.3,21.2,2.1,False,False,True
78063,109.0,2.0,0.3,22.5,2.2,False,True,False
78063,78.0,5.0,0.4,15.6,1.6,False,False,True
80343,109.0,2.0,0.2,24.6,2.5,False,True,False
28538,85.0,5.0,0.5,17.0,1.7,False,True,False
20045,114.0,1.0,0.1,31.7,3.2,False,False,False
44604,213.0,3.0,0.5,113.8,11.4,False,True,False
44604,196.0,5.0,0.5,67.0,6.7,False,True,False
33410,213.0,1.0,0.5,101.1,10.1,False,True,False
42951,224.0,4.0,0.3,117.1,11.7,False,True,False
99369,211.0,1.0,0.4,122.6,12.3,False,False,True
22360,224.0,1.0,0.4,139.5,14.0,False,True,False
45178,83.0,4.0,0.1,20.8,2.1,True,False,False
45178,211.0,1.0,0.2,122.6,12.3,False,False,False
88869,34.0,1.0,0.3,17.0,1.7,False,False,True
88869,67.0,4.0,0.2,16.8,1.7,False,False,True
62916,228.0,1.0,0.4,129.8,13.0,False,False,True
62916,211.0,2.0,0.3,118.3,11.8,False,False,True
78711,228.0,1.0,0.2,143.4,14.3,False,False,True
17685,118.0,3.0,0.2,30.9,3.1,False,False,False
17685,196.0,2.0,0.5,96.4,9.6,False,True,False
34161,224.0,1.0,0.5,110.4,11.0,False,True,False
68885,67.0,1.0,0.3,33.5,3.4,False,False,True
68885,213.0,3.0,0.4,107.4,10.7,False,True,False
65086,213.0,3.0,0.5,101.1,10.1,False,True,False
74474,34.0,4.0,0.3,8.5,0.9,False,False,True
99147,34.0,3.0,0.1,11.3,1.1,False,False,True
14328,228.0,5.0,0.4,125.2,12.5,False,True,False
84958,109.0,3.0,0.4,15.9,1.6,False,True,False
84958,228.0,4.0,0.4,111.5,11.2,False,True,False
30000,213.0,2.0,0.4,116.0,11.6,False,True,False
96464,224.0,5.0,0.2,121.6,12.2,False,True,False
96464,70.0,1.0,0.3,70.0,7.0,False,False,True
41696,248.0,5.0,0.5,106.0,10.6,False,True,False
89816,228.0,1.0,0.2,145.7,14.6,False,False,True
82778,228.0,5.0,0.4,102.4,10.2,False,True,False
47329,122.0,1.0,0.4,34.7,3.5,False,True,False
51403,228.0,5.0,0.5,91.0,9.1,False,True,False
14778,54.0,5.0,0.2,10.8,1.1,False,False,False
14778,72.0,1.0,0.3,72.0,7.2,False,False,False
59784,140.0,4.0,0.2,48.8,4.9,False,False,False
83032,228.0,4.0,0.2,129.8,13.0,False,False,True
16225,199.0,4.0,0.2,103.1,10.3,True,False,False
16225,140.0,5.0,0.3,25.0,2.5,False,False,False
16225,159.0,2.0,0.5,63.1,6.3,False,True,False
30507,117.0,1.0,0.2,31.2,3.1,False,False,False
30507,213.0,4.0,0.3,107.4,10.7,False,True,False
24853,228.0,2.0,0.2,138.9,13.9,False,True,False
17861,85.0,1.0,0.5,0.8,0.1,False,True,False
99666,213.0,3.0,0.1,126.6,12.7,False,True,False
95961,213.0,5.0,0.1,122.4,12.2,False,True,False
30436,85.0,1.0,0.4,3.3,0.3,False,True,False
95219,216.0,1.0,0.2,131.7,13.2,False,False,True
82796,216.0,1.0,0.2,127.4,12.7,False,False,True
32484,109.0,3.0,0.4,22.5,2.2,False,True,False
64130,248.0,1.0,0.3,160.6,16.1,False,True,False
76807,133.0,4.0,0.2,42.4,4.2,False,False,True
42288,211.0,1.0,0.3,109.9,11.0,False,False,False
58115,140.0,1.0,0.3,54.4,5.4,False,False,False
24146,114.0,4.0,0.3,15.8,1.6,False,False,False
79887,85.0,5.0,0.1,0.8,0.1,False,True,False
74465,85.0,5.0,0.4,17.0,1.7,False,True,False
74465,216.0,2.0,0.1,127.4,12.7,False,False,True
59926,62.0,5.0,0.4,12.4,1.2,False,True,False
15239,218.0,1.0,0.3,111.8,11.2,False,True,False
24949,72.0,1.0,0.2,14.4,1.4,False,False,False
27338,85.0,2.0,0.1,3.3,0.3,False,True,False
27338,224.0,5.0,0.4,99.2,9.9,False,True,False
90770,109.0,2.0,0.2,24.6,2.5,False,True,False
12100,122.0,1.0,0.3,27.4,2.7,False,True,False
82594,67.0,4.0,0.2,16.8,1.7,False,False,True
94847,62.0,3.0,0.2,20.7,2.1,False,True,False
58493,213.0,5.0,0.4,90.4,9.0,False,True,False
22353,228.0,2.0,0.5,134.3,13.4,False,True,False
31931,250.0,1.0,0.1,165.0,16.5,False,False,False
30175,213.0,2.0,0.5,111.7,11.2,False,True,False
30175,62.0,1.0,0.5,15.5,1.6,False,True,False
48587,118.0,2.0,0.1,30.9,3.1,False,False,False
48587,118.0,4.0,0.3,23.8,2.4,False,False,False
30117,248.0,2.0,0.3,153.1,15.3,False,True,False
87534,159.0,1.0,0.5,55.2,5.5,False,True,False
34422,109.0,2.0,0.4,24.6,2.5,False,True,False
96571,196.0,3.0,0.5,86.6,8.7,False,True,False
36103,218.0,3.0,0.4,111.8,11.2,False,True,False
76464,196.0,1.0,0.3,110.1,11.0,False,True,False
76464,34.0,1.0,0.2,17.0,1.7,False,False,True
69236,228.0,2.0,0.1,143.4,14.3,False,True,False
52361,109.0,1.0,0.4,20.3,2.0,False,True,False
60502,248.0,3.0,0.1,160.6,16.1,False,True,False
88231,34.0,1.0,0.4,34.0,3.4,False,False,True
88231,133.0,1.0,0.4,47.7,4.8,False,False,True
65108,70.0,2.0,0.1,35.0,3.5,False,False,True
42070,199.0,1.0,0.2,79.2,7.9,True,False,False
53703,114.0,1.0,0.1,32.9,3.3,False,False,False
56338,248.0,1.0,0.5,160.6,16.1,False,True,False
31286,122.0,2.0,0.5,29.8,3.0,False,True,False
85480,133.0,3.0,0.3,33.1,3.3,False,False,True
33475,130.0,3.0,0.2,34.4,3.4,True,False,False
33475,228.0,4.0,0.4,111.5,11.2,False,True,False
70663,218.0,3.0,0.4,111.8,11.2,False,True,False
85668,34.0,2.0,0.3,17.0,1.7,False,False,True
85668,119.0,4.0,0.2,34.2,3.4,False,False,True
91632,109.0,4.0,0.1,24.6,2.5,False,True,False
91632,78.0,1.0,0.2,39.0,3.9,False,False,True
48915,228.0,1.0,0.5,145.7,14.6,False,True,False
85355,211.0,1.0,0.3,118.3,11.8,False,False,True
85355,196.0,4.0,0.5,76.8,7.7,False,True,False
46499,118.0,1.0,0.2,35.6,3.6,False,False,False
41271,72.0,5.0,0.2,14.4,1.4,False,False,False
11066,222.0,1.0,0.2,130.9,13.1,True,False,False
11066,109.0,5.0,0.4,7.2,0.7,False,True,False
48633,62.0,1.0,0.4,15.5,1.6,False,True,False
73625,109.0,3.0,0.1,25.7,2.6,False,True,False
35493,196.0,5.0,0.1,106.2,10.6,False,True,False
79207,119.0,5.0,0.4,15.2,1.5,False,False,True
15760,213.0,2.0,0.5,120.2,12.0,False,True,False
90736,124.0,4.0,0.4,24.2,2.4,False,False,True
70838,122.0,4.0,0.1,37.1,3.7,False,True,False
82346,119.0,4.0,0.2,34.2,3.4,False,False,True
82346,62.0,2.0,0.3,31.0,3.1,False,True,False
50774,122.0,4.0,0.4,32.2,3.2,False,True,False
38621,54.0,4.0,0.1,13.5,1.4,False,False,False
67940,213.0,2.0,0.2,124.5,12.4,False,True,False
61935,213.0,4.0,0.5,90.4,9.0,False,True,False
60020,213.0,1.0,0.2,128.7,12.9,False,True,False
60020,196.0,5.0,0.2,96.4,9.6,False,True,False
86808,228.0,1.0,0.3,113.8,11.4,False,False,True
89890,124.0,5.0,0.2,31.6,3.2,False,False,True
91889,34.0,2.0,0.2,8.5,0.9,False,False,True
91889,109.0,1.0,0.2,26.8,2.7,False,True,False
74421,133.0,3.0,0.4,37.0,3.7,False,False,True
53966,159.0,1.0,0.4,66.3,6.6,False,True,False
53966,85.0,2.0,0.5,42.5,4.3,False,True,False
52141,62.0,1.0,0.5,62.0,6.2,False,True,False
79412,224.0,2.0,0.5,121.6,12.2,False,True,False
12522,117.0,1.0,0.1,35.8,3.6,False,False,False
12522,218.0,2.0,0.5,133.6,13.4,False,True,False
79861,228.0,4.0,0.3,120.6,12.1,False,False,True
89631,224.0,3.0,0.3,123.8,12.4,False,True,False
82549,78.0,2.0,0.2,39.0,3.9,False,False,True
82549,124.0,5.0,0.4,19.2,1.9,False,False,True
82549,119.0,5.0,0.3,21.2,2.1,False,False,True
29324,159.0,4.0,0.4,66.3,6.6,False,True,False
61192,119.0,1.0,0.2,34.2,3.4,False,False,True
61192,67.0,1.0,0.4,67.0,6.7,False,False,True
70987,122.0,1.0,0.2,34.7,3.5,False,True,False
20151,218.0,2.0,0.5,133.6,13.4,False,True,False
95470,109.0,5.0,0.4,7.2,0.7,False,True,False
46163,118.0,5.0,0.3,8.5,0.9,False,False,False
61326,70.0,1.0,0.2,35.0,3.5,False,False,True
26165,111.0,3.0,0.1,27.7,2.8,True,False,False
96185,122.0,5.0,0.3,23.7,2.4,False,True,False
96185,109.0,2.0,0.2,24.6,2.5,False,True,False
80922,124.0,1.0,0.1,42.8,4.3,False,False,True
84872,213.0,2.0,0.1,128.7,12.9,False,True,False
26659,196.0,1.0,0.5,76.8,7.7,False,True,False
65484,216.0,1.0,0.4,127.4,12.7,False,False,True
50751,196.0,1.0,0.3,110.1,11.0,False,True,False
19590,72.0,1.0,0.2,14.4,1.4,False,False,False
72706,109.0,5.0,0.1,23.6,2.4,False,True,False
11053,104.0,1.0,0.2,3.2,0.3,True,False,False
58022,248.0,1.0,0.1,160.6,16.1,False,True,False
80903,62.0,2.0,0.5,31.0,3.1,False,True,False
80903,248.0,2.0,0.3,153.1,15.3,False,True,False
23067,118.0,1.0,0.2,35.6,3.6,False,False,False
89855,216.0,3.0,0.2,123.0,12.3,False,False,True
95378,196.0,4.0,0.5,76.8,7.7,False,True,False
61269,218.0,3.0,0.5,105.3,10.5,False,True,False
81481,119.0,1.0,0.5,9.3,0.9,False,False,True
19193,140.0,1.0,0.1,58.6,5.9,False,False,False
64553,159.0,2.0,0.1,75.8,7.6,False,True,False
34144,231.0,4.0,0.3,123.3,12.3,False,False,False
31092,213.0,3.0,0.5,126.6,12.7,False,True,False
11191,62.0,1.0,0.1,20.7,2.1,False,True,False
11191,54.0,4.0,0.3,13.5,1.4,False,False,False
80288,196.0,3.0,0.3,98.4,9.8,False,True,False
38951,85.0,5.0,0.5,0.8,0.1,False,True,False
89111,109.0,5.0,0.5,1.8,0.2,False,True,False
89111,248.0,3.0,0.1,160.6,16.1,False,True,False
89111,248.0,1.0,0.3,160.6,16.1,False,True,False
95118,213.0,2.0,0.5,111.7,11.2,False,True,False
95118,122.0,1.0,0.2,39.6,4.0,False,True,False
25132,196.0,3.0,0.5,98.4,9.8,False,True,False
42831,149.0,2.0,0.2,63.0,6.3,True,False,False
94070,122.0,1.0,0.5,35.9,3.6,False,True,False
94070,67.0,1.0,0.2,67.0,6.7,False,False,True
59477,211.0,1.0,0.3,99.4,9.9,False,False,False
92937,122.0,4.0,0.2,32.2,3.2,False,True,False
44055,33.0,1.0,0.2,6.6,0.7,True,False,False
17300,224.0,5.0,0.4,121.6,12.2,False,True,False
97990,122.0,5.0,0.2,29.8,3.0,False,True,False
48860,114.0,1.0,0.3,20.3,2.0,False,False,False
13579,211.0,2.0,0.2,109.9,11.0,False,False,False
13579,85.0,1.0,0.5,21.3,2.1,False,True,False
24699,85.0,1.0,0.3,21.3,2.1,False,True,False
24699,117.0,4.0,0.3,13.6,1.4,False,False,False
46709,83.0,4.0,0.1,20.8,2.1,True,False,False
46709,62.0,1.0,0.2,20.7,2.1,False,True,False
32932,231.0,1.0,0.2,141.8,14.2,False,False,False
32932,85.0,1.0,0.5,28.3,2.8,False,True,False
91234,248.0,5.0,0.3,130.8,13.1,False,True,False
91234,34.0,2.0,0.2,17.0,1.7,False,False,True
26296,114.0,1.0,0.3,22.6,2.3,False,False,False
67706,85.0,4.0,0.1,1.6,0.2,False,True,False
67706,119.0,4.0,0.2,34.2,3.4,False,False,True
56873,211.0,1.0,0.3,122.6,12.3,False,False,False
84720,62.0,5.0,0.2,12.4,1.2,False,True,False
78990,159.0,2.0,0.1,75.8,7.6,False,True,False
91040,228.0,5.0,0.3,91.0,9.1,False,False,True
91040,119.0,2.0,0.2,29.5,2.9,False,False,True
12638,213.0,4.0,0.3,107.4,10.7,False,True,False
12645,196.0,4.0,0.3,92.5,9.2,False,True,False
22297,140.0,1.0,0.1,58.6,5.9,False,False,False
63198,109.0,3.0,0.1,25.7,2.6,False,True,False
95004,211.0,5.0,0.2,109.9,11.0,False,False,True
23867,85.0,3.0,0.5,2.5,0.2,False,True,False
51151,118.0,2.0,0.2,28.6,2.9,False,False,False
51151,218.0,1.0,0.5,127.1,12.7,False,True,False
28639,54.0,1.0,0.3,18.0,1.8,False,False,False
57927,72.0,1.0,0.3,36.0,3.6,False,False,False
10893,117.0,4.0,0.3,18.3,1.8,False,False,False
93273,218.0,1.0,0.4,111.8,11.2,False,True,False
23431,231.0,1.0,0.3,137.1,13.7,False,False,False
23688,118.0,2.0,0.2,33.3,3.3,False,False,False
61980,109.0,3.0,0.2,22.5,2.2,False,True,False
87772,70.0,1.0,0.3,70.0,7.0,False,False,True
88735,159.0,2.0,0.2,72.6,7.3,False,True,False
29280,33.0,3.0,0.1,11.0,1.1,True,False,False
61885,213.0,4.0,0.4,98.9,9.9,False,True,False
20423,109.0,1.0,0.4,15.9,1.6,False,True,False
87895,218.0,5.0,0.3,105.3,10.5,False,True,False
80361,228.0,3.0,0.3,127.5,12.7,False,False,True
80361,224.0,3.0,0.1,137.3,13.7,False,True,False
75219,133.0,2.0,0.5,39.7,4.0,False,False,True
75219,109.0,5.0,0.1,23.6,2.4,False,True,False
75219,67.0,4.0,0.4,16.8,1.7,False,False,True
19038,218.0,1.0,0.4,124.9,12.5,False,True,False
94144,133.0,3.0,0.5,33.1,3.3,False,False,True
92914,133.0,1.0,0.3,39.7,4.0,False,False,True
83166,67.0,3.0,0.5,22.3,2.2,False,False,True
42003,218.0,5.0,0.5,105.3,10.5,False,True,False
96802,228.0,3.0,0.3,127.5,12.7,False,False,True
88726,213.0,3.0,0.5,101.1,10.1,False,True,False
88726,133.0,3.0,0.3,41.0,4.1,False,False,True
82450,85.0,3.0,0.2,28.3,2.8,False,True,False
82450,211.0,1.0,0.3,120.5,12.0,False,False,True
55518,159.0,2.0,0.5,75.8,7.6,False,True,False
55518,109.0,5.0,0.5,23.6,2.4,False,True,False
89687,218.0,1.0,0.1,135.8,13.6,False,True,False
89687,34.0,4.0,0.2,8.5,0.9,False,False,True
38220,211.0,3.0,0.2,118.3,11.8,False,False,False
95734,78.0,1.0,0.3,39.0,3.9,False,False,True
76499,34.0,3.0,0.3,11.3,1.1,False,False,True
69552,218.0,2.0,0.4,120.6,12.1,False,True,False
41634,220.0,2.0,0.2,122.4,12.2,True,False,False
27900,159.0,5.0,0.4,47.2,4.7,False,True,False
93376,78.0,3.0,0.2,26.0,2.6,False,False,True
57508,248.0,5.0,0.1,155.6,15.6,False,True,False
61550,67.0,3.0,0.3,22.3,2.2,False,False,True
85991,133.0,3.0,0.2,45.0,4.5,False,False,True
71070,228.0,1.0,0.2,143.4,14.3,False,False,True
71070,109.0,4.0,0.4,11.6,1.2,False,True,False
71070,85.0,5.0,0.5,17.0,1.7,False,True,False
90621,228.0,1.0,0.2,143.4,14.3,False,False,True
41040,213.0,5.0,0.4,90.4,9.0,False,True,False
72287,159.0,4.0,0.2,66.3,6.6,False,True,False
61439,34.0,2.0,0.2,8.5,0.9,False,False,True
35948,109.0,2.0,0.4,24.6,2.5,False,True,False
24436,248.0,4.0,0.5,158.1,15.8,False,True,False
41290,130.0,2.0,0.1,47.4,4.7,True,False,False
30143,62.0,2.0,0.5,31.0,3.1,False,True,False
16347,109.0,5.0,0.4,18.1,1.8,False,True,False
99006,228.0,3.0,0.2,134.3,13.4,False,True,False
85662,218.0,2.0,0.5,116.2,11.6,False,True,False
29273,85.0,2.0,0.4,42.5,4.3,False,True,False
32902,85.0,1.0,0.3,28.3,2.8,False,True,False
95261,124.0,4.0,0.3,19.2,1.9,False,False,True
80360,119.0,3.0,0.3,28.3,2.8,False,False,True
99130,119.0,5.0,0.3,9.3,0.9,False,False,True
99130,67.0,2.0,0.3,33.5,3.4,False,False,True
99130,133.0,1.0,0.3,49.0,4.9,False,False,True
22794,196.0,1.0,0.3,98.4,9.8,False,True,False
22794,149.0,1.0,0.1,46.7,4.7,True,False,False
55162,196.0,2.0,0.5,96.4,9.6,False,True,False
55162,213.0,3.0,0.5,101.1,10.1,False,True,False
55162,250.0,1.0,0.2,160.0,16.0,False,False,False
99123,228.0,3.0,0.5,113.8,11.4,False,True,False
26552,196.0,1.0,0.4,104.2,10.4,False,True,False
28355,83.0,2.0,0.1,1.3,0.1,True,False,False
33200,159.0,1.0,0.1,77.4,7.7,False,True,False
58653,231.0,5.0,0.3,116.4,11.6,False,False,False
58653,140.0,1.0,0.1,53.0,5.3,False,False,False
15018,62.0,1.0,0.5,62.0,6.2,False,True,False
54184,248.0,1.0,0.5,160.6,16.1,False,True,False
81069,248.0,4.0,0.5,118.4,11.8,False,True,False
20534,114.0,4.0,0.2,24.9,2.5,False,False,False
20534,33.0,4.0,0.1,8.3,0.8,True,False,False
64366,70.0,3.0,0.4,23.3,2.3,False,False,True
25828,196.0,5.0,0.5,67.0,6.7,False,True,False
25828,224.0,1.0,0.5,132.8,13.3,False,True,False
70269,228.0,2.0,0.3,134.3,13.4,False,True,False
11391,211.0,2.0,0.2,109.9,11.0,False,False,False
95932,211.0,1.0,0.2,128.9,12.9,False,False,True
32328,62.0,1.0,0.5,15.5,1.6,False,True,False
34874,72.0,1.0,0.3,72.0,7.2,False,False,False
34874,196.0,5.0,0.5,106.2,10.6,False,True,False
34874,117.0,1.0,0.3,32.3,3.2,False,False,False
39438,224.0,5.0,0.4,121.6,12.2,False,True,False
39438,62.0,5.0,0.3,12.4,1.2,False,True,False
39438,118.0,5.0,0.3,20.3,2.0,False,False,False
90392,228.0,5.0,0.2,136.6,13.7,False,False,True
13295,72.0,4.0,0.1,18.0,1.8,False,False,False
61065,119.0,2.0,0.3,31.9,3.2,False,False,True
66862,248.0,2.0,0.3,153.1,15.3,False,True,False
66862,211.0,5.0,0.2,120.5,12.0,False,False,True
67232,211.0,1.0,0.2,109.9,11.0,False,False,True
97100,211.0,3.0,0.3,112.0,11.2,False,False,True
97100,124.0,4.0,0.2,39.0,3.9,False,False,True
71819,85.0,1.0,0.4,21.3,2.1,False,True,False
77068,133.0,2.0,0.5,39.7,4.0,False,False,True
77068,218.0,5.0,0.1,127.1,12.7,False,True,False
77068,213.0,1.0,0.1,130.9,13.1,False,True,False
43011,222.0,1.0,0.2,86.5,8.7,True,False,False
72285,67.0,3.0,0.3,22.3,2.2,False,False,True
72285,218.0,3.0,0.5,105.3,10.5,False,True,False
45050,54.0,3.0,0.2,18.0,1.8,False,False,False
40282,218.0,2.0,0.4,120.6,12.1,False,True,False
41614,149.0,3.0,0.2,51.1,5.1,True,False,False
54290,130.0,1.0,0.2,47.4,4.7,True,False,False
21958,149.0,3.0,0.1,64.5,6.5,True,False,False
74444,122.0,4.0,0.3,27.4,2.7,False,True,False
32248,109.0,5.0,0.4,18.1,1.8,False,True,False
50287,192.0,1.0,0.1,83.2,8.3,True,False,False
53341,85.0,4.0,0.5,1.6,0.2,False,True,False
96977,85.0,1.0,0.4,1.6,0.2,False,True,False
66867,228.0,4.0,0.3,102.4,10.2,False,False,True
66867,67.0,1.0,0.2,33.5,3.4,False,False,True
66867,109.0,5.0,0.1,23.6,2.4,False,True,False
77410,216.0,3.0,0.4,110.1,11.0,False,False,True
22348,248.0,1.0,0.3,145.7,14.6,False,True,False
89768,228.0,4.0,0.4,111.5,11.2,False,True,False
23858,224.0,1.0,0.3,117.1,11.7,False,True,False
84091,196.0,2.0,0.3,104.2,10.4,False,True,False
84091,213.0,3.0,0.5,101.1,10.1,False,True,False
67953,119.0,1.0,0.3,35.4,3.5,False,False,True
89227,213.0,5.0,0.3,101.1,10.1,False,True,False
49130,250.0,1.0,0.3,160.0,16.0,False,False,False
49130,159.0,1.0,0.5,55.2,5.5,False,True,False
34693,118.0,1.0,0.1,36.8,3.7,False,False,False
34693,85.0,1.0,0.5,0.8,0.1,False,True,False
98943,228.0,3.0,0.2,134.3,13.4,False,False,True
32706,196.0,1.0,0.4,108.2,10.8,False,True,False
96507,70.0,4.0,0.3,17.5,1.8,False,False,True
96507,109.0,3.0,0.5,12.7,1.3,False,True,False
88776,213.0,2.0,0.2,124.5,12.4,False,True,False
22222,85.0,5.0,0.3,17.0,1.7,False,True,False
88382,196.0,1.0,0.4,108.2,10.8,False,True,False
56079,213.0,1.0,0.1,130.9,13.1,False,True,False
75997,62.0,3.0,0.5,20.7,2.1,False,True,False
57441,109.0,3.0,0.5,12.7,1.3,False,True,False
10530,231.0,4.0,0.3,114.0,11.4,False,False,False
64551,78.0,5.0,0.4,15.6,1.6,False,False,True
50934,104.0,1.0,0.2,21.9,2.2,True,False,False
